text,label
Mình đã ngừng việc cố gắng tìm kiếm lý do cho mọi chuyện xảy ra.,6
Mình không còn cảm nhận được vẻ đẹp trong nghệ thuật hay thơ ca nữa.,6
Cảm giác bị bỏ lại một mình sau một cuộc vui thật trống trải.,4
Tại sao mình lại không thể làm được những việc đơn giản như người khác?,5
Mình đã ngừng việc hy vọng vào một phép màu nào đó sẽ xảy ra.,6
Mình đang tìm một địa điểm cắm trại cho nhóm bạn.,0
Cảm giác như mình đang từ từ tan biến vào trong hư không vô định.,6
Mình cảm thấy như mình đang sống một cuộc đời đi mượn của ai đó.,5
Mình không còn nhớ lần cuối cùng mình thực sự nhìn lên bầu trời là khi nào.,4
Mình cảm thấy bị cô lập ngay cả khi đang ở giữa những người thân yêu.,4
Mình đã ngừng xem tin tức vì không thể chịu đựng thêm bất kỳ điều tiêu cực nào nữa.,2
Hôm nay là một ngày thật sự yên ả và không có gì biến động.,0
Mình bị giam cầm trong một nỗi đau không bao giờ có hồi kết.,6
Mình không còn chút niềm tin nào vào khả năng của chính mình.,5
Mình cần phải nghỉ ngơi một thời gian trước khi hoàn toàn gục ngã.,5
Thật buồn khi phải chấp nhận một sự thật rằng mình không phải là người chiến thắng.,3
"Mình vẫn cố tỏ ra là mình ổn, nhưng thật sự thì không.",5
Cứ phải nghe những lời chỉ trích vô căn cứ về mình thật khó chịu.,2
Mình đã bắt đầu hoài nghi lòng tốt của tất cả mọi người xung quanh.,1
Mình cảm thấy như mình là một lỗi sai của tạo hóa.,5
Giọng nói trong đầu mình còn tàn nhẫn hơn bất kỳ kẻ thù nào bên ngoài.,5
Mình đang có hứng thú với việc tìm hiểu về các chòm sao.,0
Mình đã ngừng giả vờ rằng mình có lắng nghe những gì người khác đang nói.,4
Không có một ai để mình có thể chia sẻ những niềm vui nỗi buồn trong ngày.,4
Mình phải gượng cười khi nghe một câu chuyện hài hước.,5
Mình cứ nghĩ đi nghĩ lại xem mình đã khóa cửa nhà chưa.,1
Màn đêm dường như là người bạn duy nhất của mình.,4
Mình sợ sẽ làm phiền người khác nếu cứ nhờ vả mãi.,1
Tối nay có một chương trình truyền hình thực tế rất hay mà mình muốn xem.,0
"Mình chỉ muốn tất cả mọi thứ dừng lại, dù chỉ trong một khoảnh khắc.",6
Mình cảm thấy mình đang là một gánh nặng cho những người yêu thương mình.,5
Mình không còn đủ sức để giả vờ là mình đang lắng nghe nữa.,5
Thế giới xung quanh đôi khi trông thật xa lạ và không có thật.,4
Cảm giác như mình đang bị một loại độc dược nào đó ngấm từ từ mỗi ngày.,6
Mình không còn nhớ nổi cảm giác của nắng ấm trên da là như thế nào.,4
Tại sao họ không thể giữ lời hứa của mình dù chỉ một lần?,2
Mình vừa nhận được một tin nhắn rất dễ thương từ bạn của mình.,0
Tất cả mọi thứ xung quanh mình đều là một trò đùa tàn nhẫn của số phận.,6
Mình sẽ gọi điện rủ bạn bè đi cà phê vào ngày mai.,0
"Có lẽ mình đã cố gắng hết sức, nhưng vẫn chưa đủ.",3
Mình đã chấp nhận một sự thật rằng cuộc đời mình là một chuỗi bi kịch.,6
Cuộc hẹn đã không diễn ra như mình mong đợi.,3
Mình sẽ sắp xếp lại tủ quần áo của mình theo mùa.,0
Mình sợ bóng tối nhưng cũng ghét cả ánh sáng mặt trời.,1
"Thế giới này sẽ vẫn vận hành tốt thôi, dù có mình hay không có mình.",6
Mình không còn cảm nhận được đầy đủ mùi vị của thức ăn nữa.,6
Mình dường như đã quên mất cách để hít một hơi thở thật sâu.,5
"Đầu óc mình trống rỗng, không thể nghĩ thêm được gì nữa.",5
"Cảm giác như mình đang nói chuyện với một bức tường, dù có người đối diện.",4
Mình cảm thấy quá tải với tất cả các công việc được giao.,5
Có lẽ mình nên từ bỏ việc này thôi.,5
Mình đang nghĩ về những điều tốt đẹp đã xảy ra hôm nay.,0
Mình đang thử thách bản thân với một mục tiêu mới.,0
Cảm giác không chắc chắn về tương lai khiến mình không thể ngủ yên.,1
Mình cảm thấy bị ngắt kết nối với mọi thứ.,4
Mình không còn nhìn thấy bất kỳ lối thoát nào cho chuyện này nữa.,6
Mình cảm thấy không một ai có thể thấu hiểu được con người thật của mình.,4
Thật buồn khi phải tự mình đối mặt với tất cả mọi chuyện.,4
Mình không còn đủ sức để tranh cãi xem ai đúng hay ai sai nữa.,5
Mình không còn thấy hoàng hôn hay bình minh có gì đẹp đẽ nữa.,6
"Mình đã mất tất cả rồi, không còn gì để có thể níu kéo nữa.",6
Mình đã xóa hết các ứng dụng hẹn hò trên điện thoại.,4
Mình mệt mỏi đến mức không còn muốn theo đuổi bất cứ đam mê nào nữa.,5
Cảm giác như mình đang sống trong một thế giới hoàn toàn khác với mọi người.,4
Mình cảm thấy thật may mắn khi được làm một công việc mình yêu thích.,0
Nói chuyện với những người tích cực giúp mình cảm thấy vui vẻ hơn.,0
Dạo này mình chẳng có ai để rủ đi xem phim cùng vào cuối tuần.,4
Lỡ như mình làm mất đi lòng tin của họ thì sao?,1
Đường phố lúc nào cũng kẹt cứng vào những giờ cao điểm.,2
Mình chỉ đang cố gắng bám trụ qua từng ngày.,5
Mình không còn chút năng lượng nào để duy trì những mối quan hệ xã giao.,5
Mình đang tìm một quán ăn chay ngon ở gần đây.,0
Mình cứ cảm thấy có lỗi với mọi người mà không có lý do cụ thể.,1
Mình đã hy vọng vào một cái kết có hậu hơn cho câu chuyện này.,3
Mình cảm thấy như mình đang phải sống trong một cơn ác mộng không có hồi kết.,6
Nụ cười của mình bây giờ chỉ là một phản xạ vô điều kiện.,5
Nghe lại một bài hát cũ làm bao nhiêu ký ức đẹp đẽ ùa về.,0
"Nhìn lại một tuần đã qua, mình thấy bản thân cũng đã cố gắng rất nhiều.",0
Mình không còn chút năng lượng nào để duy trì một cuộc sống xã hội năng động.,5
Có lẽ mình đã đưa ra một lựa chọn sai lầm ngay từ đầu.,5
Hôm nay mình sẽ đi ngủ sớm hơn mọi ngày.,0
Mình ước gì mình có thể quay lại những ngày tháng hạnh phúc đó.,4
Mình sợ phải đưa ra một quyết định có thể ảnh hưởng đến người khác.,1
Mình không còn tin vào bất kỳ lời hứa hẹn nào nữa.,3
"Cảm giác như mình đang nhìn thế giới qua một màn hình TV cũ, độ phân giải rất thấp.",4
Mình đang suy nghĩ xem nên nấu món gì cho bữa tối nay.,0
Mình chỉ muốn tìm một nơi thật yên tĩnh để trốn đi.,4
Mình cảm thấy hoàn toàn kiệt quệ về mặt cảm xúc.,5
Hôm nay mình đã có một cuộc trò chuyện rất ý nghĩa với bố.,0
Mình chỉ muốn tất cả những nỗi đau này có thể tan biến đi.,6
Không biết mọi người có đang nói xấu sau lưng mình không.,1
Mùi cà phê mới pha vào buổi sáng thật là thơm.,0
Mình cảm thấy như mình đang làm mọi người thất vọng chỉ bằng việc hít thở.,5
Trời bắt đầu mưa làm mình lại nhớ đến những chuyện đã qua.,4
Mình thực sự không còn biết mình là ai hay mình muốn gì nữa.,5
Tất cả mọi thứ xung quanh mình đều sụp đổ.,6
Mình cần ra ngoài siêu thị mua một ít đồ ăn vặt.,0
Mình đang suy nghĩ về việc nuôi thêm một chú cún con.,0
Mình thật may mắn khi được gặp gỡ những con người thú vị như vậy.,0
Mình học được khá nhiều điều từ người đồng nghiệp mới.,0
"Mình thấy mình không có quyền được mệt mỏi, vì mình có làm gì đâu.",5
Mình cứ có cảm giác bất an không thể giải thích được.,1
Sự tồn tại của mình trên đời này vốn dĩ đã là một sai lầm.,6
"Mình có thể khóc cho câu chuyện của người khác, nhưng lại không thể rơi nước mắt cho mình.",4
Mình đang nghe một bản nhạc piano không lời rất hay.,0
Mình không còn dám hứa hẹn sẽ có mặt ở bất cứ đâu.,1
Họ đã không giữ lời hứa sẽ giúp đỡ mình trong lúc mình cần nhất.,3
Mình đã tìm cái chìa khóa này khắp nơi cả buổi sáng mà không thấy.,2
Mình đang tìm mua một đôi giày thể thao mới.,0
Mình chỉ muốn tìm một cái lỗ để chui xuống và không bao giờ phải ra ngoài.,4
Mình biết ơn vì những cơ hội tốt đẹp đã đến với mình.,0
Chất lượng sản phẩm này không hề giống như những gì họ đã cam kết.,3
"Đôi khi mình ước có một cơn đau thể xác, chỉ để đầu óc có thể tập trung vào nó.",6
Mình cần một khoảng thời gian để có thể thoát khỏi sự hỗn loạn này và tìm lại chính mình.,5
Mình không dám bắt đầu bất cứ việc gì vì quá sợ hãi thất bại.,1
Thật đáng thất vọng khi họ đánh giá con người mình chỉ qua vẻ bề ngoài.,3
Hôm nay mình đã làm được một việc tốt nho nhỏ.,0
Dạo này mình chẳng muốn làm gì cả.,5
Họ đã hứa sẽ gọi lại cho mình nhưng rồi lại im lặng.,3
Tại sao mình lại không thể làm được những việc mà người khác làm dễ dàng?,5
Mình cần một lối thoát cấp tốc khỏi sự bế tắc và mệt mỏi triền miên này.,5
"Mình không còn tin vào câu nói ""rồi ngày mai sẽ tốt hơn thôi"".",6
Mình cảm thấy mình đang là một gánh nặng cho chính gia đình của mình.,5
Mình đang tìm chìa khóa xe máy của mình.,0
Buổi hẹn hò đầu tiên của mình là một thảm họa thực sự.,3
Mình cảm thấy mình không xứng đáng với những lời khen ngợi này.,5
Mình cần đi mua thêm một ít giấy in cho máy in ở nhà.,0
Mình muốn học cách làm bánh mì sourdough tại nhà.,0
Không có ai để cùng mình chia sẻ những câu chuyện vặt vãnh thường ngày.,4
Mình đang có kế hoạch học thêm một ngoại ngữ nữa.,0
Chỉ ước có ai đó nhận ra lời cầu cứu đằng sau nụ cười của mình.,4
Cảm giác bồn chồn này làm mình cứ đứng ngồi không yên.,1
Mình đang tận hưởng sự ấm áp của ánh nắng mặt trời.,0
Ngay cả âm nhạc cũng không còn giúp mình thấy khá hơn.,6
Tiếng ồn từ công trường xây dựng làm mình không thể ngủ được.,2
Mình sẽ tạm gác mọi công việc sang một bên cho đến sáng thứ Hai.,0
Cảm giác như mình đang sống trong một thế giới chỉ có gam màu xám.,4
Nỗi buồn này cứ đeo bám lấy mình không dứt ra được.,4
Mình không thể tìm thấy một lý do nào để tiếp tục tồn tại.,6
Mình cảm thấy như mình đang sống trong một ngày duy nhất cứ lặp đi lặp lại.,5
Mình cần một lối thoát khỏi sự bế tắc triền miên này.,5
Mình cảm thấy bất an khi phải phát biểu trước đám đông.,1
Mình đã ngừng cố gắng để trở nên một phiên bản tốt hơn.,5
Mình chỉ muốn buông xuôi tất cả mọi thứ ngay bây giờ.,5
Mình cảm thấy biết ơn vì những cơ hội đã đến với mình.,0
Mình không còn thấy hứng thú với việc ăn mừng bất cứ một thành tựu nào.,6
Mình cảm thấy thật sảng khoái sau một trận cười hết cỡ.,0
Mình không còn đủ sức để giả vờ rằng mình vẫn ổn nữa.,6
Mình sợ rằng mình sẽ không thể đáp ứng được kỳ vọng của gia đình.,1
Mình không thể tập trung làm việc với tiếng ồn này.,2
Anh ấy bây giờ không còn là người mà mình đã từng ngưỡng mộ nữa.,3
Tại sao mình lại không thể quyết đoán như những người khác?,5
Mình chỉ muốn thời gian có thể trôi nhanh hơn một chút.,6
Mình ghét cái cảm giác phải chờ đợi tin nhắn trả lời từ người khác.,2
Một buổi chiều thư thái không cần phải lo nghĩ bất cứ điều gì.,0
Mình đã hy vọng rằng mối quan hệ này sẽ tiến xa hơn.,3
Mình chỉ muốn có một câu trả lời duy nhất cho tất cả mọi thứ.,6
Có lẽ mình không sinh ra để làm những việc lớn lao.,5
Mình đang cảm thấy rất có động lực để làm việc.,0
Mình ghét bản thân mình của hiện tại.,5
Một ngày nữa lại sắp trôi qua trong im lặng và tĩnh mịch.,4
Mình thích cảm giác được đi dạo mà không cần phải nhìn đồng hồ.,0
Mình không thể thật lòng ăn mừng cho thành công của bạn bè.,4
"Mình cảm thấy cạn kiệt năng lượng, không muốn làm bất cứ việc gì hết.",5
Mình cứ có cảm giác rằng mình đã làm sai một điều gì đó nghiêm trọng.,1
"Mình đã cố gắng níu kéo, nhưng tất cả đều đã vỡ nát cả rồi.",6
"Mình đã nghĩ rằng họ sẽ hiểu cho mình, nhưng cuối cùng họ lại không làm vậy.",3
Mình đang tận hưởng một cuốn sách hay và một tách trà.,0
Mình chỉ muốn có một ngày được phép không làm gì mà không cần phải cảm thấy tội lỗi.,5
Mình đã cố gắng hết sức mình mà vẫn bị người khác chỉ trích.,2
Mình cảm thấy như mình đang sống trong một thế giới song song với mọi người.,4
Những nỗ lực của mình cuối cùng cũng chỉ như muối bỏ bể.,3
Mình đã quá mệt mỏi với những lời hứa không bao giờ được thực hiện.,2
Mình có cảm giác như mình đang dần bị mọi người lãng quên.,4
"Mọi người dường như đang tiến về phía trước, còn mình thì vẫn kẹt lại.",4
Mình không còn gì để nói nữa rồi.,6
"Mình không còn cảm thấy đau đớn, chỉ là một sự tê liệt kéo dài.",5
Chẳng có một việc gì đi đúng theo kế hoạch cả.,2
Mình đánh răng mỗi sáng nhưng hoàn toàn không ý thức được hành động đó.,5
Sao họ có thể nói chuyện riêng một cách ồn ào trong giờ họp được nhỉ?,2
Thật vui khi kế hoạch của mình đã thành công một cách mỹ mãn.,0
Mình không biết phải làm gì để mọi người có thể yêu quý mình hơn.,1
"Đường phố lúc nào cũng đông đúc, ồn ào và đầy khói bụi.",2
"Mình đã nghĩ rằng sau tất cả những cố gắng, mọi thứ sẽ tốt đẹp hơn.",3
Lòng mình cứ nóng như lửa đốt mà không hiểu tại sao.,1
Mình đang sống trong quá khứ nhiều hơn là ở hiện tại.,4
Mình không thể ngừng suy nghĩ về những điều tồi tệ có thể xảy ra.,1
Tại sao không một ai nhận ra là mình đang không ổn?,4
Mình đang lên kế hoạch tiết kiệm để đi du lịch châu Âu vào năm sau.,0
Sao họ có thể nói chuyện ồn ào trong một thư viện yên tĩnh được nhỉ?,2
"Cuộc sống của mình chỉ có hai trạng thái: hoặc ngủ li bì, hoặc thức trắng đêm.",5
Đã đến lúc phải thay ga trải giường mới rồi.,0
Mình cảm thấy không một ai có thể lấp đầy được khoảng trống này.,4
Mình chỉ là một tiếng vọng còn sót lại trong một căn phòng trống.,4
Mình không còn một chút cảm hứng nào để làm bất cứ việc gì.,5
Lỡ như mình bị lạc đường ở một nơi xa lạ thì sao?,1
Mình chỉ muốn được trở nên vô hình trong một khoảng thời gian.,6
Mình đang chuẩn bị một bài thuyết trình cho cuộc họp toàn công ty.,0
Mình thực sự cần nghỉ một ngày chỉ để đầu óc được thư giãn hoàn toàn.,5
Mình cảm thấy bản thân không xứng đáng được ai yêu thương.,5
Mình cần một khoảng lặng để có thể sắp xếp lại mọi thứ trong đầu.,5
Mình luôn cảm thấy mình không đủ giỏi cho công việc này.,5
Mình ước có ai đó để cùng mình đi dạo trong một công viên gần nhà.,4
Cảm giác như mình đã đọc đến trang cuối cùng của một cuốn sách rất buồn.,4
Mình bực mình vì bị người khác làm gián đoạn công việc của mình.,2
"Hay là họ nhận ra, nhưng họ không quan tâm?",4
Mình thích cái cách thành phố trở nên lung linh khi về đêm.,0
Mình không thể chịu được cái kiểu nói chuyện chen ngang của anh ta.,2
Mình đang có một tâm trạng rất tích cực và vui vẻ.,0
Mình cảm thấy nản lòng khi những cố gắng của mình không được ai công nhận.,3
Lại một mùa đông nữa sắp đến và mình vẫn phải trải qua nó một mình.,4
Mình muốn thử sức với việc kinh doanh một cửa hàng nhỏ.,0
"Mình đã tin rằng họ sẽ đứng về phía mình, nhưng cuối cùng họ lại không làm vậy.",3
Thật vui khi kế hoạch mình vạch ra đang đi đúng hướng.,0
"Mình chỉ đang tồn tại, chứ không phải đang sống.",6
Mình đã hy vọng vào một kết quả tốt hơn thế này rất nhiều.,3
Mình chán ghét bản thân vì sự yếu đuối này.,5
Mình ghét phải làm việc chung với những người không có tinh thần trách nhiệm.,2
Sắp đến hạn nộp báo cáo rồi mà mình vẫn chưa làm được gì nhiều.,1
Mình cảm thấy không một ai có thể lấp đầy khoảng trống trong lòng mình.,4
"Mình đã mất tất cả rồi, và cũng không còn gì để có thể mất thêm một lần nữa.",6
Mình không thích cảm giác không thể kiểm soát được mọi thứ.,1
Lướt mạng xã hội chỉ làm mình cảm thấy tồi tệ hơn về bản thân.,5
Tối nay mình định đi xem phim với mấy người bạn thân.,0
Mình không còn nhìn thấy bất kỳ lý do gì để có thể thức dậy mỗi sáng.,6
"Khi có ai đó chìa tay ra để giúp đỡ, phản xạ đầu tiên của mình là rụt tay về.",1
Mình cứ suy nghĩ mãi về những gì mình đã lỡ lời nói ra lúc nãy.,1
Cảm giác như mình đang nói chuyện với mọi người qua một lớp nước dày.,4
Mình hài lòng vì đã giữ được một thói quen tốt.,0
Mình cảm thấy như mình đang loay hoay mãi trong một mớ bòng bong.,5
Hôm nay là một ngày thật sự may mắn đối với mình.,0
Mình đang nghĩ về những điều mình có thể làm để giúp đỡ người khác.,0
Ngay cả việc hy vọng cũng khiến mình cảm thấy kiệt sức.,5
Bữa tiệc đã không được tổ chức một cách chu đáo như mình mong đợi.,3
Mình thấy xa cách với cả những người thân yêu nhất.,4
Mình cảm thấy tội lỗi khi không thể vui vẻ như mọi người mong đợi.,5
Mình đang rất nôn nao cho buổi hẹn hò vào tối mai.,0
Tâm trí của mình hôm nay thật trong sáng và minh mẫn.,0
Mình đã ngừng cố gắng để tìm kiếm một lối thoát cho bản thân.,6
"Cơn bão trong lòng dường như đã qua, chỉ còn lại sự hoang tàn đổ nát.",6
Mình thích cái cách thành phố lên đèn vào buổi tối.,0
Mình quá mệt mỏi với việc phải luôn cố gắng để làm hài lòng người khác.,5
Không còn một tia hy vọng nào le lói cho tương lai của mình.,6
Cây phượng ở góc đường bắt đầu nở hoa đỏ rực rồi.,0
"Mình không thể tập trung vào cuộc trò chuyện, tâm trí cứ trôi đi đâu đó.",5
Cảm giác như mình đã nói lời tạm biệt với tất cả mọi thứ từ rất lâu rồi.,6
Cảm giác như mình đang bị bỏ lại một mình trên một hoang đảo.,4
Tiếng công trường xây dựng ở kế bên thật ồn ào và phiền phức.,2
Mình đã phải chờ đợi trong vô vọng suốt cả buổi sáng hôm nay.,2
Mình không còn đủ can đảm để nhìn lại những gì đã xảy ra trong quá khứ.,1
Sao họ có thể nói chuyện riêng một cách ồn ào trong một buổi thuyết trình được nhỉ?,2
Nhìn xung quanh ai cũng có vẻ thành công và hạnh phúc hơn mình.,5
Mình nhớ mùi hương quen thuộc của quê nhà da diết.,4
Mình thích cảm giác được tự tay trang trí lại căn phòng của mình.,0
Thật đáng thất vọng khi một người bạn thân lại không hề tin tưởng mình.,3
Không có một ai thực sự quan tâm đến cảm xúc của mình lúc này.,4
Mình cảm thấy tóc mình rụng nhiều hơn nhưng cũng chẳng buồn bận tâm.,5
Mình không còn biết cách để chăm sóc cho một cái cây đang chết dần.,5
Không còn bất cứ điều gì có thể cứu vãn được tình hình này nữa.,6
"Đối với mình, mọi thứ đã thực sự kết thúc, không còn gì có thể thay đổi được nữa.",6
Mình cảm thấy nản lòng khi không một ai tin tưởng vào khả năng của mình.,3
Mình chỉ muốn tìm một nơi không có ai biết tên thật của mình.,4
Món canh mẹ nấu hôm nay rất vừa miệng và ngon.,0
Mình cảm thấy như mình đang là một gánh nặng tài chính.,5
"Không có gì phải vội vàng cả, mình cứ từ từ tận hưởng thôi.",0
"Đêm nào cũng khó ngủ, cứ trằn trọc suy nghĩ linh tinh.",5
Liệu mình có thể hòa nhập tốt với môi trường làm việc mới không?,1
"Cứ phải đi giải quyết những vấn đề do người khác gây ra, thật bực mình.",2
"Mình không muốn chết, mình chỉ muốn trạng thái không tồn tại.",6
Mình không còn hứng thú với những thứ mình từng rất thích nữa.,6
Hóa ra những gì họ nói tốt về mình trước mặt chỉ là lời xã giao.,3
"Mình cười đó, nhưng trong lòng thì không vui chút nào.",4
Mình đang cố gắng học thêm một từ vựng mới mỗi ngày.,0
"Mình không biết phải bắt đầu từ đâu nữa, mọi thứ cứ rối tung cả lên.",5
Hôm nay mình muốn học một điều gì đó thật mới mẻ và thú vị.,0
Cảm giác như mọi cánh cửa trước mắt đều đã đóng sập lại.,6
Cảm giác như mình đang rơi tự do trong một không gian tối tăm vô tận.,6
Mình cảm thấy biết ơn vì những bài học cuộc sống.,0
Điện thoại lại hết dung lượng đúng lúc mình đang cần chụp ảnh.,2
Mình không còn nhớ được lý do đầu tiên tại sao mình lại bắt đầu buồn.,4
Mình chỉ muốn có một công tắc để tắt đi bộ não của mình.,6
Đôi khi mình sợ hãi chính những suy nghĩ có thể nảy ra trong đầu mình.,1
Cuốn sách này có một cái kết thật đáng thất vọng và hụt hẫng.,3
Cảm giác thật tuyệt khi có một mục tiêu rõ ràng để phấn đấu.,0
Sao mọi người có thể chen lấn xô đẩy một cách vô ý thức như vậy được nhỉ?,2
Họ đã không giữ được bí mật mà mình đã tin tưởng để chia sẻ.,3
Thật tệ khi phải ăn mừng một dịp đặc biệt mà chỉ có một mình.,4
Cảm giác tội lỗi cứ bám lấy mình mà không có lý do cụ thể.,5
Chẳng còn điều gì có thể làm mình ngạc nhiên hay vui vẻ nữa.,6
Có lẽ mình đã lựa chọn sai lầm ngay từ những bước đầu tiên.,5
Đôi khi mình muốn khóc thật to nhưng nước mắt không thể rơi.,4
Mình phát ngán với việc phải dọn dẹp cho sự bừa bộn của người khác.,2
Cuối cùng thì bưu kiện mình đặt hàng online cũng đã được giao tới.,0
"Cảm giác như mình đang sống sau một lớp kính bẩn, mọi thứ đều bị mờ đi.",4
Mình không còn nhớ lần cuối cùng mình cảm thấy thực sự nhẹ nhõm là khi nào.,4
"Sau một ngày giả vờ ở chỗ làm, mình không còn chút năng lượng nào, kể cả để thở.",5
Cảm giác như mình đã đi đến cuối của một con đường dài.,6
"Tuần này cũng khá hiệu quả, mình cảm thấy rất hài lòng.",0
"Mình không còn gì để nói, và cũng không còn gì để có thể cảm nhận.",6
Chẳng còn một tia hy vọng nào cho tương lai của mình cả.,6
Mình không thể tin được thái độ thiếu chuyên nghiệp của nhân viên ở đây.,2
Tại sao việc tồn tại thôi cũng khó khăn đến thế?,6
Cuốn tiểu thuyết này có một cốt truyện đầy hứa hẹn nhưng lại kết thúc dở dang.,3
"Mình không còn cảm thấy tội lỗi, vì mình không còn quan tâm đến đúng sai.",5
Mình đang xem xét một vài cơ hội nghề nghiệp mới.,0
Rốt cuộc là có chuyện gì đang xảy ra với mình vậy?,1
Tất cả những gì mình từng tin tưởng đều đã sụp đổ hoàn toàn.,6
Mình đang có một tâm trạng rất bình yên và hạnh phúc.,0
Mình thích mùi của những cuốn sách cũ trong thư viện.,0
Mình chỉ muốn biến mất khỏi thế giới này mà không để lại dấu vết gì.,6
Mình sẽ đi ngủ sớm tối nay để ngày mai có nhiều năng lượng đi chơi.,0
Mình ghen tị với những người có thể dễ dàng chìm vào giấc ngủ.,4
Mình cứ có cảm giác người ta đang cười nhạo sau lưng mình.,1
Mình không còn một câu chuyện nào mạch lạc để kể về bản thân mình nữa.,5
Mình đang nghĩ xem nên tặng quà gì cho em trai vào sinh nhật nó.,0
Mình cảm thấy thất vọng vì đã không thể bảo vệ được người mình yêu thương.,3
Mình thực sự nhớ giọng nói và những lời khuyên của mẹ.,4
"Mình thấy bế tắc, không tìm thấy lối ra.",6
Đôi khi mình muốn xin lỗi chỉ vì sự tồn tại của mình.,5
Đôi khi mình cảm thấy buồn nôn mà không rõ nguyên nhân.,5
Cảm giác như có một cơn bão không ngừng gào thét trong đầu mình.,1
Mình không còn thấy bất kỳ hy vọng nào cho tương lai của mình nữa.,6
Mình chỉ muốn tất cả mọi thứ có thể dừng lại ngay lập tức.,6
Mình cảm thấy như mình đang sống trong một câu chuyện được viết bởi người khác.,5
"Mình chỉ là một sự hiện diện vật lý, không phải là một con người.",5
Mình không còn quan tâm đến vẻ ngoài của bản thân nữa.,5
Nghe một bản nhạc buồn và cảm thấy thật đồng cảm với lời bài hát.,4
Cuốn sách này không hề hấp dẫn như những lời giới thiệu trên mạng.,3
Mình không thể tin được là họ lại có thể đối xử với mình như vậy.,2
"Mình sợ hãi tương lai, nhưng cũng chẳng thể quay về quá khứ.",1
Ngay cả việc đi lấy một cốc nước cũng là một chuỗi các quyết định mệt mỏi.,5
Mình cảm thấy không có một ai để có thể chia sẻ những bí mật sâu kín nhất.,4
Mình không thể đưa ra những lời khuyên cho người khác được nữa.,5
Mình dường như đã mất đi khả năng đồng cảm với nỗi đau của người khác.,4
Hôm nay mình đã dậy sớm hơn thường lệ một chút.,0
Mình cảm thấy như mình đang sống chỉ để chờ đợi một cái kết.,6
Mình cảm thấy như mình đang sống trong một vở kịch bi thảm không có khán giả.,4
Cảm giác như mình là người duy nhất trên thế giới đang cảm thấy như thế này.,4
Buổi đi dã ngoại mà mình mong chờ cả tuần đã bị hủy vì trời mưa.,3
Mình đã ngừng cố gắng để tỏ ra là một người thú vị.,5
"Mình chỉ muốn có một cái kết, dù nó là gì đi nữa.",6
Cảm giác như mình đang bước đi trong một màn sương mù dày đặc.,5
Mình sẽ sắp xếp lại các ứng dụng trên màn hình điện thoại cho gọn.,0
Mình đã nghĩ rằng mình là một người quan trọng đối với họ hơn thế.,3
Mình cần một lối thoát cấp tốc khỏi sự bế tắc này.,5
Mình đã từ bỏ việc cố gắng đi tìm kiếm hạnh phúc từ lâu rồi.,6
"Thật không thể tin nổi, tại sao họ lại có thể làm như vậy chứ?",2
Mình nghĩ mình sẽ xin nghỉ phép một ngày vào tháng tới.,0
Mình chỉ muốn chìm vào sự quên lãng và không bao giờ trở lại.,6
Mình cứ nghĩ mãi về những câu hỏi trong buổi phỏng vấn sắp tới.,1
Không biết họ có đang bàn tán và nói xấu gì về mình không nữa.,1
Liệu mình có đủ sức khỏe để theo đuổi công việc đòi hỏi nhiều áp lực này không?,1
Ngày lễ sắp đến rồi mà mình chẳng có kế hoạch đi chơi với ai cả.,4
Cảm giác thật tuyệt khi được chìm đắm trong âm nhạc.,0
Mình không biết liệu lựa chọn của mình có thực sự đúng đắn hay không.,5
"Thế giới ngoài kia vận hành quá nhanh, mình không thể nào bắt kịp.",5
Mong là chuyến bay ngày mai sẽ không bị hoãn hay có vấn đề gì.,1
Mình cứ lo lắng không biết kết quả xét nghiệm sắp tới sẽ ra sao.,1
Mình không thể hiểu nổi tại sao họ lại cứ phức tạp hoá vấn đề lên như vậy.,2
Thật buồn khi phải chứng kiến tình bạn bao năm tan vỡ.,3
Cảm giác thật tuyệt khi được ngủ nướng vào ngày nghỉ.,0
Đây có lẽ là điểm kết thúc cho tất cả mọi thứ.,6
Sự tồn tại của mình trên cõi đời này là một gánh nặng cho mọi người.,6
Mình cần một khoảng thời gian để có thể thoát khỏi sự hỗn loạn này.,5
Mình đang có kế hoạch tham gia một câu lạc bộ sách.,0
"Mình không còn cảm thấy ghen tị, bởi vì mình không còn ham muốn điều gì.",6
Mình không dám hứa hẹn bất cứ điều gì cho ngày mai.,6
Mình định tối nay sẽ ở nhà xem một bộ phim hay.,0
"Mình sợ những cuộc gọi từ số lạ, đặc biệt là vào ban đêm.",1
Mình không còn muốn trở thành người chiến thắng trong bất cứ việc gì.,6
Không có gì tuyệt hơn một cốc trà nóng vào một ngày se lạnh.,0
Mình cảm thấy như công sức của mình bị đổ sông đổ biển.,3
"Mình cảm thấy như một kẻ lừa đảo, đang giả vờ là một người bình thường.",5
Mình chỉ muốn tìm một nơi thật yên tĩnh để có thể khóc một mình.,4
Mình thấy cuộc sống này thật giản dị và hạnh phúc biết bao.,0
Cảm giác thật tuyệt khi được ngủ nướng vào một ngày nghỉ.,0
Cảm giác như mình đang phải chờ đợi sự cho phép của ai đó để được buồn.,4
Cảm giác thật tuyệt khi không phải lo nghĩ gì về công việc nữa.,0
Mình không biết phải bắt đầu từ đâu để giải quyết mớ hỗn độn này nữa.,1
